,AW,Arto,BertzCT,DZ,GMTI,Geto,Hato,Ipc,J,MZM1,MZM2,Platt,Pol,Qindex,Sito,Thara,Tigdi,Tsch,W,Xu,ZM1,ZM2,diametert,petitjeant,radiust
477,4.358,2.1,2.807,47.5,3.519,1.927,1.752,4.415,2.338,7.868,0.976,60,29.0,14.0,5.697,65.38,3.641,3420.0,828.0,19.665,102,116,9.0,0.444,5.0
478,4.216,2.091,2.835,54.0,3.569,1.825,1.59,4.645,2.573,10.903,1.05,74,38.0,19.0,5.748,78.906,3.841,3936.0,974.0,20.86,120,143,9.0,0.444,5.0
479,4.457,2.095,2.88,48.0,3.571,1.93,1.762,4.603,2.429,8.118,1.013,62,28.0,14.0,5.998,69.909,3.731,3850.0,936.0,20.544,106,118,9.0,0.444,5.0
480,5.264,2.067,2.955,68.0,3.935,1.885,1.698,6.427,2.603,12.722,1.8,86,49.0,17.0,8.259,121.307,4.302,9064.0,2290.0,27.486,148,172,12.0,0.5,6.0
481,2.444,2.0,2.032,20.5,2.498,1.876,1.742,2.111,2.312,3.472,0.54,22,9.0,5.0,2.459,19.15,2.494,375.0,88.0,8.86,40,43,5.0,0.4,3.0
482,4.799,2.071,2.939,63.0,3.833,1.877,1.68,6.028,2.691,12.222,1.694,82,48.0,17.0,7.657,111.981,4.237,7196.0,1814.0,25.638,140,165,10.0,0.5,5.0
483,4.081,2.19,2.877,46.5,3.575,2.074,1.938,4.91,2.198,6.528,1.035,64,36.0,16.0,6.651,73.595,3.775,3709.0,857.0,20.15,110,129,9.0,0.444,5.0
484,4.588,2.077,2.916,59.0,3.749,1.889,1.696,5.661,2.699,11.111,1.675,76,45.0,16.0,7.179,100.287,4.122,5938.0,1491.0,24.059,130,154,10.0,0.5,5.0
485,3.371,2.0,2.576,36.5,3.078,1.783,1.579,3.229,3.387,7.417,0.87,42,21.0,9.0,3.766,42.6,3.279,1383.0,354.0,14.757,72,81,6.0,0.333,4.0
486,5.147,2.091,2.774,48.0,3.687,1.919,1.737,4.839,2.001,8.889,1.162,64,32.0,14.0,6.225,72.684,3.72,4924.0,1189.0,21.964,110,125,13.0,0.462,7.0
487,4.074,2.273,2.775,46.0,3.643,2.097,1.913,5.17,1.671,7.292,1.065,80,46.0,24.0,7.077,82.696,3.854,4211.0,941.0,20.816,130,165,11.0,0.455,6.0
488,3.837,2.2,2.862,43.833,3.51,2.077,1.935,4.673,2.231,6.278,0.973,62,35.0,16.0,6.35,69.292,3.725,3185.0,729.0,19.146,106,125,8.0,0.5,4.0
489,4.954,2.267,3.015,67.5,4.004,2.124,1.957,7.089,1.685,9.444,1.731,102,59.0,28.0,9.815,129.592,4.314,9519.0,2155.0,27.154,170,214,12.0,0.5,6.0
490,5.316,2.091,2.827,49.0,3.704,1.969,1.833,4.962,1.971,7.667,1.204,60,30.0,12.0,6.475,71.422,3.703,5096.0,1228.0,22.17,106,119,13.0,0.462,7.0
491,4.767,2.16,3.006,62.0,3.772,1.928,1.705,5.452,2.267,10.764,1.076,86,43.0,23.0,7.128,95.189,3.997,5980.0,1430.0,23.592,140,167,11.0,0.455,6.0
492,4.131,2.222,2.726,39.5,3.473,2.154,2.077,4.419,1.747,4.556,0.851,54,24.0,14.0,5.998,56.305,3.474,2837.0,632.0,18.079,94,109,9.0,0.444,5.0
493,4.131,2.222,2.823,39.5,3.473,2.154,2.077,4.419,1.882,4.556,0.851,54,24.0,14.0,5.998,56.305,3.474,2837.0,632.0,18.079,94,109,9.0,0.444,5.0
494,4.566,2.231,2.984,59.0,3.822,2.055,1.857,5.917,2.004,9.333,1.255,88,51.0,24.0,8.134,104.297,4.099,6444.0,1484.0,24.114,146,180,12.0,0.5,6.0
495,4.147,2.273,2.911,46.0,3.663,2.176,2.062,5.264,1.871,5.889,0.973,72,38.0,20.0,7.429,80.434,3.846,4327.0,958.0,20.962,122,146,10.0,0.5,5.0
496,5.141,2.167,2.964,52.5,3.788,2.015,1.846,5.548,1.901,8.5,1.409,74,39.0,18.0,7.304,85.722,3.877,6042.0,1419.0,23.354,126,150,13.0,0.462,7.0
497,6.478,2.244,3.035,94.0,4.393,2.021,1.796,9.081,1.282,15.944,1.992,152,94.0,43.0,12.524,204.542,4.724,23195.0,5312.0,35.655,244,314,18.0,0.5,9.0
498,4.458,2.1,2.701,44.5,3.519,1.938,1.765,4.469,2.184,7.778,1.162,58,30.0,13.0,5.748,65.071,3.626,3460.0,847.0,19.784,100,115,11.0,0.455,6.0
499,5.793,2.0,2.656,51.5,3.772,1.874,1.745,5.32,2.445,9.146,1.885,60,36.0,9.0,6.549,79.54,3.825,6272.0,1599.0,23.997,108,123,14.0,0.5,7.0
500,6.888,2.059,2.924,72.5,4.196,1.885,1.714,7.23,2.01,13.903,1.882,98,51.0,19.0,9.36,136.126,4.358,15750.0,3864.0,31.774,168,190,18.0,0.5,9.0
501,4.219,2.133,2.453,32.0,3.291,2.071,2.0,3.708,1.676,4.083,0.79,40,14.0,9.0,4.743,40.119,3.137,1934.0,443.0,15.846,72,80,9.0,0.444,5.0
502,3.882,2.118,2.726,37.0,3.337,1.994,1.855,3.964,2.383,5.806,1.016,48,25.0,11.0,5.095,51.494,3.405,2232.0,528.0,17.03,84,97,10.0,0.5,5.0
503,5.468,2.0,2.662,48.0,3.66,1.873,1.737,4.853,2.557,8.556,1.622,54,29.0,8.0,5.998,69.225,3.69,4916.0,1263.0,22.241,98,108,14.0,0.5,7.0
504,4.562,2.167,2.862,52.0,3.727,2.04,1.895,5.571,2.025,7.889,1.364,72,39.0,17.0,7.429,88.516,3.959,5322.0,1259.0,22.807,124,148,11.0,0.455,6.0
505,2.509,2.182,2.653,26.0,2.772,2.043,1.886,2.711,3.016,3.694,0.539,34,14.0,10.0,3.414,28.067,2.865,632.0,138.0,10.602,58,68,5.0,0.4,3.0
506,2.727,2.0,2.471,25.5,2.71,1.801,1.61,2.402,3.196,5.194,0.643,30,14.0,7.0,2.812,26.6,2.816,611.0,150.0,10.833,52,58,6.0,0.5,3.0
507,2.214,2.0,2.172,18.0,2.346,1.861,1.714,1.85,2.826,3.222,0.458,20,7.0,5.0,2.158,16.033,2.338,272.0,62.0,7.663,36,38,5.0,0.4,3.0
508,7.048,1.905,2.341,44.5,3.708,1.847,1.775,4.598,3.037,7.361,1.604,40,19.0,1.0,5.595,56.619,3.477,5580.0,1480.0,22.751,80,79,19.0,0.474,10.0
509,3.714,1.857,2.259,32.5,3.0,1.655,1.487,2.929,3.989,7.535,1.097,34,18.0,5.0,3.061,35.802,3.077,1230.0,338.0,14.439,60,65,9.0,0.444,5.0
510,2.214,2.0,2.168,17.333,2.346,1.861,1.714,1.85,3.032,3.222,0.458,20,7.0,5.0,2.158,16.033,2.338,272.0,62.0,7.663,36,38,5.0,0.4,3.0
511,2.756,2.154,2.759,30.0,2.937,1.948,1.733,3.07,3.158,5.417,0.68,42,21.0,12.0,3.766,36.617,3.127,938.0,215.0,12.47,70,85,6.0,0.5,3.0
512,2.712,2.0,2.425,28.0,2.764,1.757,1.548,2.659,3.02,6.146,0.786,36,18.0,9.0,2.937,31.25,2.994,712.0,179.0,11.585,60,71,5.0,0.4,3.0
513,5.293,2.167,2.831,54.0,3.802,1.982,1.789,5.336,1.586,9.201,1.173,78,36.0,20.0,7.128,84.867,3.863,6227.0,1461.0,23.55,130,156,13.0,0.462,7.0
514,4.389,2.1,2.884,45.0,3.514,1.911,1.714,4.503,2.382,8.389,1.114,60,32.0,14.0,5.623,65.767,3.637,3419.0,834.0,19.747,102,121,10.0,0.5,5.0
515,5.698,2.222,2.892,56.833,3.967,2.142,2.051,6.322,1.41,7.139,1.39,82,43.0,20.0,8.934,101.277,4.034,8764.0,2000.0,26.023,142,167,14.0,0.5,7.0
516,6.73,2.256,3.006,87.0,4.372,2.073,1.88,8.856,1.184,13.521,1.995,140,84.0,39.0,12.348,184.446,4.611,21949.0,4987.0,34.671,228,290,18.0,0.5,9.0
517,3.59,2.0,2.446,28.5,2.996,1.872,1.733,2.92,2.636,5.083,0.854,32,14.0,6.0,3.539,32.469,2.954,1117.0,280.0,13.518,58,62,9.0,0.444,5.0
518,3.066,2.286,2.696,29.0,3.144,2.246,2.211,3.513,2.524,2.944,0.622,44,21.0,13.0,4.919,40.786,3.181,1324.0,279.0,13.814,76,90,7.0,0.429,4.0
519,3.478,2.235,2.752,36.0,3.339,2.127,2.0,4.157,2.132,4.917,0.845,54,28.0,15.0,5.572,54.54,3.471,2129.0,473.0,16.586,92,112,8.0,0.5,4.0
520,3.368,2.118,2.664,38.0,3.261,1.947,1.774,3.873,2.536,6.507,1.036,52,31.0,13.0,4.919,54.404,3.51,1922.0,458.0,16.388,88,107,8.0,0.5,4.0
521,4.217,2.25,2.937,52.0,3.729,2.125,1.986,5.69,2.03,7.09,1.138,80,44.0,22.0,7.855,92.865,4.005,5143.0,1164.0,22.413,134,165,10.0,0.5,5.0
522,3.897,2.0,2.413,28.5,3.055,1.913,1.814,2.982,2.169,4.472,0.771,30,12.0,5.0,3.664,31.364,2.908,1235.0,304.0,13.87,56,58,9.0,0.444,5.0
523,3.53,2.0,2.383,26.0,2.936,1.906,1.8,2.754,2.291,4.222,0.708,28,11.0,5.0,3.362,28.198,2.814,952.0,233.0,12.668,52,54,8.0,0.5,4.0
524,3.538,2.0,2.51,28.5,3.003,1.872,1.733,2.898,2.833,5.083,0.75,32,13.0,6.0,3.539,32.431,2.96,1117.0,276.0,13.492,58,61,8.0,0.5,4.0
525,4.383,2.174,2.798,49.0,3.677,2.067,1.944,5.42,2.022,7.028,1.323,68,37.0,16.0,7.253,83.371,3.908,4722.0,1109.0,21.936,118,141,10.0,0.4,6.0
526,4.663,2.1,2.784,45.0,3.561,1.938,1.765,4.436,2.109,7.778,1.058,58,29.0,13.0,5.748,64.03,3.601,3696.0,886.0,20.059,100,114,12.0,0.5,6.0
527,5.912,2.148,3.033,60.5,3.958,2.005,1.851,6.146,1.763,9.34,1.323,82,40.0,19.0,8.156,99.417,4.018,8826.0,2075.0,26.221,140,162,14.0,0.5,7.0
528,3.6,2.125,2.638,35.833,3.25,1.993,1.846,3.802,2.307,5.556,0.934,46,21.0,11.0,4.794,47.374,3.341,1838.0,432.0,15.933,80,92,8.0,0.5,4.0
529,3.407,2.364,2.805,51.0,3.577,2.07,1.784,5.041,1.761,9.028,0.825,98,54.0,34.0,6.952,89.483,3.976,3621.0,787.0,19.838,150,206,7.0,0.429,4.0
530,4.255,2.0,2.642,38.5,3.373,1.834,1.674,3.886,2.839,7.646,1.062,48,22.0,9.0,4.743,53.504,3.472,2572.0,651.0,18.127,84,91,9.0,0.444,5.0
531,2.689,2.0,2.223,23.0,2.622,1.835,1.667,2.316,2.405,4.333,0.582,26,9.0,6.0,2.635,22.45,2.638,500.0,121.0,9.978,46,50,5.0,0.4,3.0
532,6.394,2.207,3.035,63.0,4.084,2.09,1.955,6.675,1.369,8.861,1.407,90,48.0,22.0,9.287,110.588,4.105,11390.0,2596.0,28.021,154,182,17.0,0.471,9.0
533,4.537,2.16,2.95,56.0,3.762,2.005,1.84,5.711,2.217,8.84,1.181,78,38.0,19.0,7.554,94.818,4.059,5758.0,1361.0,23.443,132,154,10.0,0.5,5.0
534,4.871,2.267,2.996,68.0,3.995,2.124,1.957,7.093,1.742,9.444,1.712,102,58.0,28.0,9.815,129.741,4.332,9354.0,2119.0,27.055,170,213,11.0,0.455,6.0
535,5.406,2.194,3.121,68.0,4.039,2.001,1.797,6.826,2.048,11.896,1.474,104,58.0,27.0,9.338,131.567,4.322,10690.0,2514.0,28.309,172,208,13.0,0.462,7.0
536,4.029,2.19,2.903,44.833,3.559,2.006,1.813,4.813,2.351,7.84,0.951,70,35.0,19.0,6.35,74.554,3.779,3631.0,846.0,20.052,116,139,9.0,0.444,5.0
537,3.45,2.25,2.799,34.5,3.29,2.174,2.087,4.01,2.302,4.056,0.765,50,24.0,14.0,5.396,49.24,3.358,1887.0,414.0,15.794,86,103,8.0,0.5,4.0
538,4.429,2.19,2.89,45.5,3.624,2.074,1.938,4.915,1.895,6.528,1.055,64,34.0,16.0,6.651,71.797,3.717,4071.0,930.0,20.593,110,130,11.0,0.455,6.0
539,5.205,2.0,2.591,42.0,3.511,1.854,1.701,4.116,2.346,7.806,1.083,48,21.0,8.0,5.095,55.104,3.448,3495.0,890.0,19.776,86,91,13.0,0.462,7.0
540,4.385,2.231,2.86,57.0,3.799,2.005,1.783,5.855,1.747,10.215,1.296,96,59.0,28.0,7.855,107.41,4.123,6169.0,1425.0,23.87,154,198,12.0,0.5,6.0
541,5.022,2.207,2.918,64.0,3.947,1.985,1.766,6.418,1.664,11.576,1.359,104,62.0,29.0,8.633,122.886,4.241,8700.0,2039.0,26.616,168,212,14.0,0.5,7.0
542,4.385,2.231,2.883,57.0,3.799,2.005,1.783,5.855,1.761,10.215,1.296,96,59.0,28.0,7.855,107.41,4.123,6169.0,1425.0,23.87,154,198,12.0,0.5,6.0
543,3.208,2.125,2.6,35.0,3.191,1.979,1.829,3.729,2.524,5.646,0.995,48,29.0,12.0,4.743,49.676,3.429,1634.0,385.0,15.456,82,100,7.0,0.429,4.0
544,4.257,2.0,2.713,42.5,3.406,1.815,1.64,4.116,3.065,8.507,1.29,52,29.0,10.0,4.919,59.55,3.563,2827.0,728.0,18.843,90,103,10.0,0.5,5.0
545,6.158,2.057,2.961,72.0,4.145,1.765,1.527,6.856,2.566,18.701,1.483,120,60.0,29.0,8.633,152.213,4.493,14528.0,3664.0,31.464,192,222,12.0,0.5,6.0
546,5.147,2.24,2.871,51.833,3.864,2.154,2.055,5.88,1.493,6.639,1.16,78,40.0,20.0,8.332,92.161,3.952,6862.0,1544.0,24.139,134,158,12.0,0.5,6.0
547,5.087,2.0,2.732,53.0,3.708,1.861,1.714,5.226,2.867,9.667,1.641,60,32.0,9.0,6.475,81.623,3.911,5478.0,1404.0,23.322,108,119,11.0,0.455,6.0
548,3.817,2.0,2.494,35.5,3.2,1.828,1.655,3.441,2.911,7.056,1.0,42,19.0,8.0,4.192,45.376,3.312,1788.0,458.0,16.079,74,80,8.0,0.375,5.0
549,3.817,2.0,2.494,34.5,3.2,1.828,1.655,3.441,2.911,7.056,1.0,42,19.0,8.0,4.192,45.376,3.312,1788.0,458.0,16.079,74,80,8.0,0.375,5.0
550,3.253,2.0,2.473,29.833,3.015,1.842,1.68,3.146,2.949,5.944,0.954,36,19.0,7.0,3.715,38.026,3.169,1178.0,296.0,13.939,64,72,7.0,0.429,4.0
551,3.359,2.0,2.512,28.167,2.963,1.831,1.66,2.895,2.794,5.694,0.853,34,16.0,7.0,3.414,33.246,2.992,1047.0,262.0,13.233,60,66,8.0,0.5,4.0
552,3.676,2.0,2.474,32.833,3.127,1.817,1.636,3.171,2.844,6.806,0.833,40,17.0,8.0,3.891,41.205,3.214,1517.0,386.0,15.155,70,75,8.0,0.5,4.0
553,3.0,2.0,2.417,27.0,2.898,1.791,1.592,2.834,3.185,6.306,0.785,36,19.0,8.0,3.289,34.6,3.076,929.0,234.0,12.763,62,71,6.0,0.5,3.0
554,3.657,2.0,2.527,33.5,3.129,1.852,1.698,3.326,2.809,6.194,0.978,38,18.0,7.0,4.016,41.09,3.217,1513.0,384.0,15.159,68,74,8.0,0.5,4.0
555,6.315,2.19,3.307,90.0,4.378,2.018,1.826,9.325,1.998,15.5,2.273,136,74.0,33.0,12.803,205.067,4.816,23048.0,5437.0,35.904,228,276,15.0,0.4,9.0
556,3.478,2.118,2.831,39.0,3.258,1.895,1.672,3.862,2.859,7.639,0.927,54,29.0,14.0,4.72,53.983,3.479,1954.0,473.0,16.423,90,109,8.0,0.5,4.0
557,3.662,2.118,2.73,36.333,3.301,1.96,1.789,3.865,2.614,6.417,0.995,50,26.0,12.0,4.97,52.596,3.444,2088.0,498.0,16.724,86,100,9.0,0.444,5.0
558,2.652,2.0,2.378,26.5,2.765,1.799,1.618,2.695,3.048,5.535,0.948,34,21.0,8.0,3.061,31.4,3.031,702.0,175.0,11.535,58,70,5.0,0.4,3.0
559,5.573,2.222,2.905,57.5,3.952,2.165,2.104,6.409,1.503,6.528,1.41,80,45.0,19.0,9.059,102.477,4.052,8531.0,1956.0,25.95,140,164,15.0,0.467,8.0
560,5.714,2.214,2.971,62.5,3.995,2.094,1.953,6.569,1.57,8.611,1.468,88,45.0,22.0,8.986,107.976,4.099,9403.0,2160.0,26.718,150,180,15.0,0.467,8.0
561,5.375,2.308,3.274,87.167,4.281,2.136,1.934,9.058,1.711,12.972,2.009,142,85.0,41.0,12.854,198.707,4.762,17723.0,3983.0,33.126,232,299,12.0,0.5,6.0
562,5.933,2.16,2.912,52.5,3.895,2.085,2.0,5.813,1.628,6.917,1.372,70,35.0,15.0,7.98,86.282,3.874,7617.0,1780.0,24.863,124,141,16.0,0.5,8.0
563,3.514,2.133,2.694,36.5,3.175,1.94,1.748,3.378,2.38,6.007,0.639,48,18.0,13.0,4.317,43.275,3.229,1575.0,369.0,14.999,80,90,8.0,0.5,4.0
564,6.421,2.267,3.052,65.5,4.142,2.165,2.045,7.095,1.233,8.222,1.364,98,51.0,26.0,10.065,118.322,4.165,12615.0,2793.0,28.71,166,200,17.0,0.471,9.0
565,6.761,2.235,3.129,73.5,4.26,2.127,2.0,7.914,1.345,9.833,1.593,108,56.0,27.0,11.144,141.486,4.367,16805.0,3793.0,31.617,184,219,16.0,0.5,8.0
566,4.747,2.1,2.665,44.0,3.56,1.995,1.875,4.654,2.017,6.556,1.269,54,25.0,11.0,5.998,62.761,3.591,3726.0,902.0,20.138,96,108,12.0,0.5,6.0
567,4.593,2.182,2.928,48.0,3.665,2.032,1.872,5.102,2.091,7.479,1.015,70,34.0,18.0,6.776,76.977,3.78,4558.0,1061.0,21.411,118,139,11.0,0.455,6.0
568,4.358,2.2,2.694,43.5,3.573,2.107,2.0,4.856,1.8,5.667,1.059,60,26.0,15.0,6.475,65.799,3.639,3630.0,828.0,19.775,104,121,10.0,0.5,5.0
569,3.549,2.0,2.57,34.0,3.046,1.805,1.615,3.123,2.793,6.556,0.829,38,17.0,8.0,3.59,37.238,3.099,1272.0,323.0,14.232,66,74,8.0,0.5,4.0
570,4.442,2.182,2.861,47.0,3.654,2.07,1.941,5.104,2.184,6.778,1.079,66,33.0,16.0,6.952,76.87,3.812,4422.0,1026.0,21.291,114,132,10.0,0.5,5.0
571,3.176,2.0,2.628,33.75,2.989,1.753,1.541,2.937,3.341,7.257,0.726,42,20.0,10.0,3.414,38.867,3.175,1140.0,289.0,13.742,70,79,6.0,0.5,3.0
572,2.533,2.0,2.411,22.5,2.598,1.835,1.667,2.261,3.153,4.333,0.601,26,12.0,6.0,2.635,22.9,2.682,474.0,114.0,9.788,46,51,5.0,0.4,3.0
573,4.13,2.182,2.865,51.5,3.601,1.991,1.784,5.09,2.163,8.611,1.236,72,39.0,19.0,6.577,79.969,3.851,4039.0,954.0,20.809,120,148,9.0,0.444,5.0
574,3.608,2.125,2.723,37.0,3.24,1.958,1.778,3.76,2.362,6.167,0.933,48,23.0,12.0,4.669,47.736,3.334,1824.0,433.0,15.886,82,96,9.0,0.444,5.0
575,4.05,2.0,2.384,35.833,3.243,1.861,1.714,3.575,2.348,6.444,1.144,40,20.0,7.0,4.317,44.529,3.27,1924.0,486.0,16.386,72,79,10.0,0.5,5.0
576,5.212,2.385,2.9,58.0,3.97,2.338,2.294,6.54,1.267,5.111,1.031,92,42.0,28.0,9.588,101.126,4.01,8108.0,1694.0,24.954,154,191,13.0,0.462,7.0
577,3.895,2.105,2.606,38.833,3.412,1.923,1.74,4.091,2.315,7.618,1.03,58,29.0,14.0,5.396,61.992,3.626,2734.0,666.0,18.444,98,116,9.0,0.444,5.0
578,5.845,2.182,3.121,73.0,4.13,2.018,1.842,7.414,1.852,11.785,1.803,106,59.0,26.0,10.065,140.909,4.395,13098.0,3086.0,30.041,178,215,15.0,0.467,8.0
579,6.286,2.229,3.115,80.0,4.237,2.072,1.892,7.912,1.493,11.917,1.86,116,67.0,30.0,11.07,153.902,4.454,16279.0,3740.0,31.72,194,237,15.0,0.467,8.0
580,3.941,2.118,2.775,38.0,3.351,1.98,1.838,3.873,2.286,5.896,0.828,50,23.0,12.0,5.044,51.286,3.394,2284.0,536.0,17.124,86,97,10.0,0.5,5.0
581,8.311,2.056,2.871,84.0,4.312,1.888,1.714,7.6,1.73,14.833,1.973,100,51.0,18.0,9.94,140.386,4.363,20922.0,5236.0,34.114,174,194,23.0,0.478,12.0
582,6.409,2.207,2.935,63.0,4.083,2.103,1.989,6.763,1.301,8.34,1.424,90,47.0,22.0,9.36,110.435,4.105,11385.0,2602.0,28.046,154,183,17.0,0.471,9.0
583,4.692,2.276,2.913,62.0,3.949,2.082,1.881,6.642,1.557,10.076,1.265,108,61.0,32.0,9.236,125.978,4.281,8432.0,1905.0,26.219,174,221,12.0,0.5,6.0
584,3.238,2.267,2.689,33.5,3.21,2.186,2.093,3.822,2.149,3.806,0.702,48,21.0,14.0,5.095,45.055,3.277,1570.0,340.0,14.767,82,99,7.0,0.429,4.0
585,3.608,2.125,2.69,37.0,3.24,1.958,1.778,3.76,2.316,6.167,0.933,48,23.0,12.0,4.669,47.736,3.334,1824.0,433.0,15.886,82,96,9.0,0.444,5.0
586,4.771,2.276,2.891,64.0,3.961,2.073,1.871,6.659,1.517,10.167,1.369,110,66.0,33.0,9.184,126.605,4.269,8606.0,1937.0,26.352,176,228,13.0,0.462,7.0
587,5.553,2.087,2.895,52.5,3.755,1.936,1.781,5.155,2.011,8.618,1.161,66,29.0,14.0,6.6,76.318,3.761,5779.0,1405.0,23.1,114,127,14.0,0.5,7.0
588,4.304,2.105,2.832,42.0,3.485,1.952,1.795,4.275,2.227,7.007,0.952,56,27.0,13.0,5.521,60.224,3.55,3098.0,736.0,19.002,96,109,11.0,0.455,6.0
589,3.374,2.0,2.64,32.0,3.03,1.79,1.6,2.975,3.047,6.646,0.745,40,18.0,9.0,3.539,38.012,3.131,1222.0,307.0,14.066,68,75,8.0,0.5,4.0
590,4.552,2.095,2.851,48.0,3.583,1.93,1.762,4.661,2.336,8.118,1.245,62,31.0,14.0,5.998,69.979,3.704,3940.0,956.0,20.642,106,121,11.0,0.455,6.0
591,3.374,2.0,2.648,32.0,3.03,1.79,1.6,2.975,3.182,6.646,0.745,40,18.0,9.0,3.539,38.012,3.131,1222.0,307.0,14.066,68,75,8.0,0.5,4.0
592,4.098,2.111,2.815,40.0,3.413,1.95,1.785,4.015,2.298,6.757,0.87,54,25.0,13.0,5.22,55.899,3.478,2644.0,627.0,18.01,92,104,10.0,0.5,5.0
593,4.433,2.105,2.815,43.0,3.491,1.952,1.795,4.275,2.226,7.007,1.036,56,27.0,13.0,5.521,59.808,3.532,3168.0,758.0,19.104,96,109,12.0,0.5,6.0
594,3.934,2.118,2.791,38.0,3.344,1.947,1.774,3.884,2.277,6.507,0.807,52,22.0,13.0,4.919,51.452,3.396,2267.0,535.0,17.076,88,100,10.0,0.5,5.0
595,3.934,2.118,2.79,38.5,3.344,1.947,1.774,3.884,2.277,6.507,0.807,52,22.0,13.0,4.919,51.452,3.396,2267.0,535.0,17.076,88,100,10.0,0.5,5.0
596,2.764,2.0,2.533,25.0,2.72,1.782,1.59,2.363,3.202,5.285,0.542,32,13.0,8.0,2.76,26.633,2.803,623.0,152.0,10.89,54,59,6.0,0.5,3.0
597,4.654,2.182,2.94,48.0,3.681,2.059,1.927,5.162,1.94,6.868,1.033,68,32.0,17.0,6.901,76.169,3.774,4666.0,1075.0,21.537,116,135,12.0,0.5,6.0
598,3.941,2.118,2.774,37.5,3.351,1.98,1.838,3.873,2.286,5.896,0.828,50,23.0,12.0,5.044,51.286,3.394,2284.0,536.0,17.124,86,97,10.0,0.5,5.0
599,4.6,2.19,2.95,46.0,3.643,2.062,1.924,4.835,1.947,6.618,0.952,66,32.0,17.0,6.6,71.08,3.694,4237.0,966.0,20.775,112,130,12.0,0.5,6.0
600,3.733,2.125,2.749,35.5,3.275,1.979,1.829,3.752,2.289,5.646,0.766,48,20.0,12.0,4.743,47.089,3.313,1922.0,448.0,16.128,82,93,9.0,0.444,5.0
601,5.495,2.207,2.986,62.0,4.011,2.111,2.0,6.81,1.611,8.25,1.467,88,47.0,21.0,9.412,115.027,4.192,9733.0,2231.0,27.232,152,181,13.0,0.462,7.0
602,4.013,2.111,2.819,40.5,3.397,1.919,1.728,4.058,2.328,7.368,0.888,56,26.0,14.0,5.095,56.491,3.491,2576.0,614.0,17.885,94,109,10.0,0.5,5.0
603,4.242,2.2,2.884,43.5,3.553,2.077,1.935,4.779,2.151,6.278,1.077,62,31.0,16.0,6.35,67.119,3.651,3512.0,806.0,19.616,106,126,10.0,0.5,5.0
604,4.945,2.087,2.829,51.5,3.696,1.912,1.736,5.156,2.143,9.229,1.37,68,34.0,15.0,6.475,79.242,3.827,5115.0,1251.0,22.442,116,134,11.0,0.455,6.0
605,4.521,2.1,2.839,43.5,3.525,1.927,1.752,4.498,2.293,7.868,1.091,60,27.0,14.0,5.697,64.595,3.618,3511.0,859.0,19.838,102,116,11.0,0.455,6.0
606,4.268,2.111,2.744,39.0,3.426,1.963,1.8,4.239,2.228,6.667,0.973,52,25.0,12.0,5.271,55.201,3.456,2738.0,653.0,18.165,90,104,10.0,0.5,5.0
607,5.597,2.125,2.963,71.0,4.055,1.986,1.837,7.17,1.997,11.201,1.857,94,53.0,20.0,9.537,133.584,4.376,11416.0,2776.0,29.209,162,192,13.0,0.462,7.0
608,5.652,2.167,2.903,52.333,3.84,2.04,1.895,5.445,1.73,7.889,1.164,72,35.0,17.0,7.429,82.881,3.828,6704.0,1560.0,23.883,124,142,15.0,0.467,8.0
609,3.571,2.0,2.551,33.0,3.107,1.769,1.565,3.32,2.895,7.507,0.893,44,20.0,10.0,3.715,42.158,3.225,1468.0,375.0,15.004,74,84,8.0,0.5,4.0
610,3.165,2.143,2.648,33.5,3.078,1.993,1.826,3.37,2.472,5.056,0.725,42,19.0,11.0,4.192,39.519,3.166,1250.0,288.0,13.858,72,84,7.0,0.429,4.0
611,4.692,2.231,2.932,56.0,3.847,2.101,1.95,6.051,1.717,8.111,1.239,84,47.0,22.0,8.384,102.318,4.082,6704.0,1525.0,24.319,142,171,11.0,0.455,6.0
612,6.473,2.074,2.871,59.333,3.952,1.917,1.761,5.937,2.01,10.319,1.802,78,40.0,16.0,7.628,95.562,3.976,9178.0,2272.0,26.601,134,152,16.0,0.5,8.0
613,7.058,2.304,3.204,105.0,4.562,2.179,2.029,10.759,1.158,13.222,2.246,160,89.0,44.0,15.563,236.423,4.893,32958.0,7305.0,39.185,266,332,18.0,0.5,9.0
614,5.807,2.214,2.943,62.5,4.004,2.094,1.953,6.6,1.522,8.611,1.553,88,47.0,22.0,8.986,107.941,4.091,9580.0,2195.0,26.801,150,180,15.0,0.467,8.0
615,7.448,2.222,3.056,78.167,4.343,2.113,1.991,8.338,1.214,10.424,1.688,114,56.0,28.0,11.695,150.626,4.414,20536.0,4692.0,33.468,194,229,19.0,0.474,10.0
616,7.435,2.171,2.997,72.5,4.298,2.044,1.909,7.879,1.317,11.153,1.665,108,58.0,25.0,10.866,143.62,4.37,18948.0,4424.0,32.807,184,216,18.0,0.5,9.0
617,3.819,2.286,2.706,44.0,3.581,2.102,1.909,4.934,1.688,7.042,0.903,78,44.0,24.0,6.776,78.11,3.807,3630.0,802.0,19.813,126,160,10.0,0.5,5.0
618,4.324,1.905,2.526,46.333,3.449,1.659,1.465,4.009,5.289,11.819,1.219,58,26.0,10.0,4.618,68.802,3.78,3310.0,908.0,20.29,98,104,8.0,0.5,4.0
